,Unnamed: 0,Title,Price,Location,Description,Condition,year,Make,Model,Trim,Color,Body Type,Number of Doors,Number of Seats,Drive Train,Transmission,Mileage
204,204,2023 Jeep Wrangler High Altitude,90840,NEW CAR City of Toronto < 30 minutes ago,"ADVANCED SAFETY GROUP -inc: Advanced Brake Assist Auto High Beam Headlamp Control Full Speed Forward Collision Warning Plus,TRANSMISSION: 8-SPEED AUTOMATIC (8HP75) -inc: Selec-Speed Control,BLACK ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2023.0,Jeep,Wrangler,High Altitude,Black,"SUV, Crossover",4,5,4 x 4,Automatic,
205,205,2012 Lexus GX 460 Premium AWD Navigation/Sunroof/Camera,27995,City of Toronto < 31 minutes ago,"***FREE 2 YR POWERTRAIN WARRANTY WITH EVERY VEHICLE PURCHASE***PREMIUM V8 AWD!!!FREE OF ACCIDENTS!!!WHITE/BLK LEATHER,NAVIGATION, SUNROOF,7 PASSENGERS,REAE VIEW CAMERA,193.000KM,MINT SHOWROOM ...
Automatic | 193,000 km",Used,2012.0,Lexus,GX,Premium AWD Navigation/Sunroof/Camera,White,"SUV, Crossover",,,4 x 4,Automatic,193000
206,206,2013 Audi A5 S-Line Navigation/Sunroof/Rear Camera,15999,City of Toronto < 31 minutes ago,"***FREE 2 YR POWERTRAIN WARRANTY WITH EVERY VEHICLE PURCHASE***A5 S-LINE COUPE AWD!!!!!!!NAVIGATION,BLK/BLK LEATHER,PANORAMIC SUNROOF,PUSH TO STASRT,REAR VIEW CAMERA,182.000KM, FOR ONLY ...
Automatic | 182,000 km | CARFAX Canada Report",Used,2013.0,Audi,A5,S-Line Navigation/Sunroof/Rear Camera,Black,Coupe (2 door),,,All-wheel drive (AWD),Automatic,182000
207,207,2020 Toyota Corolla,24880,City of Toronto < 33 minutes ago,"2020 Toyota Corolla LE CVT Automatic 1.8L 4-Cyl Gasoline This is a Financing price: $24880 Actual Price is $26498 The vehicle is ONSALE for financing with the best interest rate and flexible terms. ...
81,000 km",Used,2020.0,Toyota,Corolla,LE LE CVT,Grey,Sedan,,,Front-wheel drive (FWD),,81000
208,208,2019 Mercedes-Benz GLC 300 4MATIC Heated Seats 360 Camera,39699,City of Toronto < 35 minutes ago,"Travel in sophisticated style with this 2019 Mercedes-Benz GLC 300 4MATIC. It boasts a Intercooled Turbo Premium Unleaded I-4 2.0 L/121 engine powering this Automatic transmission. Wheels: 19'' ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic | 79,914 km",Used,2019.0,Mercedes-Benz,GLC,300 4MATIC Heated Seats 360 Camera Panoramic Roof,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,79914
209,209,2017 Mercedes-Benz GLS GLS450|4MATIC|7PASSENGER|NAV|360CAM|STEERINGPILOT|,52995,City of Toronto < 36 minutes ago,"**MONTH-END SPECIAL!** FEATURING : 4MATIC AWD, STEERING PILOT, HEIGHT ADJUSTABLE AIR SUSPENSION, SIDE STEPS, ROOF RACK, HIGHLY EQUIPPED, EXTREMELY CLEAN! FINISHED IN WHITE ON MATCHING CARAMEL BROWN ...
CALL 1 (866) 799-6107 | FAVORITMOTORSCANADA.CA | REQUEST A CARPROOF TODAY - FINANCING AVAILABLE* (conditions may apply)
Automatic | 97,816 km | CARFAX Canada Report",Used,2017.0,Mercedes-Benz,GLS,GLS450|4MATIC|7PASSENGER|NAV|360CAM|STEERINGPILOT|,White,"SUV, Crossover",4,7,All-wheel drive (AWD),Automatic,97816
210,210,2022 Jeep Wagoneer Series III,Please Contact,NEW CAR City of Toronto < 36 minutes ago,"WHEELS: 20 X 9.0 ALUMINUM (STD),TIRES: 275/55R20 BSW ALL SEASON (STD),GLOBAL BLK W/GLOBAL BLK NAPPA LEATHER-FACED BUCKET SEATS,QUICK ORDER PACKAGE 22N -inc: Engine: 5.7L V8 w/eTorque Transmission: ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Jeep,Wagoneer,Series III,Other,"SUV, Crossover",4,7,4 x 4,Automatic,
211,211,2019 GMC Terrain ALL-WHEEL DRIVE SLE-MODEL 5 PASSENGER 2.0L - TURBO.. NAVIGATION.. HEATED SEATS.. B,28995,Markham / York Region < 36 minutes ago,"2.0L - 4 CYL - ECO-TEC - DOHC 16 VALVE TURBO ENGINE ALL-WHEEL DRIVE SYSTEM CLOTH INTERIOR HEATED FRONT SEATS TOUCH SCREEN DISPLAY NAVIGATION SYSTEM AM/FM RADIO PLAYER AUX INPUT USB CONNECTION ...
Don't Trust Your Luck! TRUST OUR REPUTATION
Automatic | 77,000 km",Used,2019.0,GMC,Terrain,ALL-WHEEL DRIVE SLE-MODEL 5 PASSENGER 2.0L - TURBO.. NAVIGATION.. HEATED SEATS.. BLUETOOTH SYSTEM.. BACK-UP CAMERA.. TOUCH SCREE,Grey,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,77000
212,212,2015 Ford F-250 XL Regular Cab Long Box 2WD,21999,City of Toronto < 36 minutes ago,"GMM Auto Sales Limited CarFax available for every vehicle on the lot. This vehicle is being sold safety certified at the advertised price. Taxes and Licensing are EXTRA. GMM Auto Sales is a large ...
Automatic | 231,612 km | CARFAX Canada Report",Used,2015.0,Ford,F-250,XL Regular Cab Long Box 2WD,White,Pickup Truck,2,2,Rear-wheel drive (RWD),Automatic,231612
213,213,2018 Ram 2500 SLT Crew Cab Short Box 4WD 6.4L Hemi,42999,City of Toronto < 37 minutes ago,"GMM Auto Sales Limited CarFax available for every vehicle on the lot. This vehicle is being sold safety certified at the advertised price. Taxes and Licensing are EXTRA. GMM Auto Sales is a large ...
Automatic | 140,244 km",Used,2018.0,Ram,2500,SLT Crew Cab Short Box 4WD 6.4L Hemi,White,Pickup Truck,4,5,4 x 4,Automatic,140244
214,214,2022 RAM 1500 Classic Warlock 4x4 Crew Cab 5'7 Box Sunroof,"$63,500.00
MSRP: $70,790.00",NEW CAR City of Toronto < 37 minutes ago,"This brand new 2022 RAM 1500 Classic Warlock 4x4 Crew Cab with a 5'7'' box is a force to be reckoned with! It boasts a Regular Unleaded V-8 5.7 L/345 engine powering this Automatic transmission. ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Ram,1500,Warlock 4x4 Crew Cab 5'7 Box Sunroof RamBox Heated Seats,Other,Pickup Truck,4,5,4 x 4,Automatic,
215,215,2013 Hyundai Tucson GL,13995,Markham / York Region < 38 minutes ago,"L/100Km City: 10.2 L/100Km Hwy: 7.4
For over 60 years... It’s not a deal unless it’s a Plaza deal!
Automatic | 131,521 km | CARFAX Canada Report",Used,2013.0,Hyundai,Tucson,GL,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,131521
216,216,2012 Audi Q5 quattro 4dr 2.0L Premium Plus,11995,City of Toronto < 38 minutes ago,"2012 AUDI Q5 QUATTRO AWD LEATHER SUNROOF BLUETOOTH NAVI HEATED SEATS POWER TAILGATE CLEAN $11,995 SAFETY INCLUDED. 416 282-2231 6523 KINGSTON RD SCARBOROUGH M1C 1L5 WE FINANCE EVERYONE GOOD, BAD, AND ...
Two locations to serve you better!
Automatic | 203,208 km",Used,2012.0,Audi,Q5,Quattro 4dr 2.0L Premium Plus,Black,"SUV, Crossover",,,All-wheel drive (AWD),Automatic,203208
217,217,2021 Ford F-150 XLT 4x4 Apple Car Play Android Auto,54949,Mississauga / Peel Region < 39 minutes ago,"This Ford F-150 XLT 4x4 has a dependable Regular Unleaded 2.7 L EcoBoost engine powering this Automatic transmission. 20Alloy This Vehicle Has A Clean Carfax Report *This Ford F-150 4x4 Comes ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic | 17,108 km",Used,2021.0,Ford,F-150,XLT 4x4 Apple Car Play Android Auto Navigation 20Alloy,Other,Pickup Truck,4,6,4 x 4,Automatic,17108
218,218,2022 Ram 1500 Sport,"$76,755.00
MSRP: $78,255.00",NEW CAR City of Toronto < 40 minutes ago,"ENGINE: 5.7L HEMI VVT V8 W/FUELSAVER MDS -inc: Active Noise Control System Heavy-Duty Engine Cooling Passive Tuned Mass Damper HEMI Badge 220 Amp Alternator (STD),Four Wheel Drive,Tow Hitch,Power ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Ram,1500,Sport,Other,Pickup Truck,4,5,4 x 4,Automatic,
219,219,1993 Honda Civic DX 2 Door 4 cylinder,4200,Toronto < 40 minutes ago,"1993 Honda Civic DX 80366 kms, original engine, interior in good condition, rust in usual spots in rear quarters and clear coat flaking, air conditioning works great, engine runs well other than ...
Automatic | 80,366 km",Used,1993.0,Honda,Civic,,White,Coupe (2 door),2,5,Front-wheel drive (FWD),Automatic,80366
220,220,Honda Civic EX,23000,Brampton < 41 minutes ago,"2016 Honda Civic EX. Mint condition/Good on gas/no accidents/clean title. Low kilometres. No low ballers. Ad posted on behalf of someone
Automatic | 116,000 km",Used,2016.0,Honda,Civic,,,Sedan,4,5,,Automatic,116000
221,221,2009 Lexus RX 350,16900,City of Toronto < 41 minutes ago,"Buy with confidence! Certification included with no hidden fees. Financing is available! Good, bad or no no credit? We can help! Call us now to schedule your test drive today at 416 699-6630 or toll ...
FINANCING AVAILABLE! GOOD, BAD OR NO CREDIT? WE CAN HELP! SERVING THE GTA SINCE 1979! CALL US AT 416 699-6630 OR VISIT US ONLINE!
Automatic | 105,298 km",Used,2009.0,Lexus,RX,,Black,"SUV, Crossover",4,,4 x 4,Automatic,105298
222,222,Tesla Model 3 Long Range AWD 3Months Old,76000,Oakville / Halton Region 30/10/2022,"Take this beautiful Sapphire home Like brand new; I bought in June 2022 and selling it because I’m upgrading for a higher end vehicle Comes with the below $2000 value parts Black matte wheel caps ...
Automatic | 6,800 km | CARFAX Canada Report",Used,2022.0,Tesla,Model 3,Long Range,Blue,Sedan,Other,5,All-wheel drive (AWD),Automatic,6800
223,223,"2016 Ford Escape SE FWD BLUETOOTH, HEATED SEATS, BACKUP CAMERA",18101,Provincial Top Ad:  Ottawa < 17 hours ago,"CARFAX Canada No Reported Accidents 2016 Ford Escape SE Black FWD 6-Speed Automatic with Select-Shift EcoBoost 1.6L I4 GTDi DOHC Turbocharged VCT | Recent Oil Change, | Passed Inspection, Air ...
Automatic | 97,528 km | CARFAX Canada Report",Used,2016.0,Ford,Escape,"SE FWD BLUETOOTH, HEATED SEATS, BACKUP CAMERA",Black,"SUV, Crossover",4,5,Front-wheel drive (FWD),Automatic,97528
224,224,2018 Volvo XC90 T6 AWD R-Design,53989,Oakville / Halton Region < 4 hours ago,"Onyx Black solid paint on Charcoal Leather R-Design Seats with Vision, Convenience and Climate Packages, Charcoal Headliner and much more - Excellent Condition. Financing available from 1.99%, ...
Automatic | 75,168 km",Used,2018.0,Volvo,XC90,T6 AWD R-Design,Black,"SUV, Crossover",4,7,All-wheel drive (AWD),Automatic,75168
225,225,2016 Volkswagen Golf VW SERVICED | ALLOYS,13480,Mississauga / Peel Region < 2 hours ago,"More photos coming soon Engine: 4 Cylinder Engine 1.8L L/100Km City: 9.3 L/100Km Hwy: 6.4 Safety Equipment Electronic Stability Control (ESC) ABS And Driveline Traction Control Side Impact Beams Dual ...
Manual | 135,328 km",Used,2016.0,Volkswagen,Golf,APPLE CARPLAY | VOLKSWAGEN SERVICED | REARVIEW CAMERA| ALLOY WHEELS,Red,Hatchback,4,5,Front-wheel drive (FWD),Manual,135328
226,226,2015 Nissan Frontier SV KING CAB | REAR WINDOW | TONNEAU COVER |,21995,Markham / York Region 28/10/2022,"All of our vehicles are fully certified, meticulously detailed and professionally reconditioned by our factory trained licensed technicians to the highest standards possible. Industry-leading ...
Automatic | 83,461 km | CARFAX Canada Report",Used,2015.0,Nissan,Frontier,SV KING CAB | REAR WINDOW | TONNEAU COVER |,Other,Pickup Truck,4,4,Rear-wheel drive (RWD),Automatic,83461
227,227,2022 RAM 1500 Classic Express 4x4 Crew Cab 5'7 Box Night,"$58,998.00
$60,770.00
MSRP: $66,965.00",NEW CAR City of Toronto < 56 minutes ago,"This brand new 2022 RAM 1500 Classic Express 4x4 Crew Cab with a 5'7'' box is a force to be reckoned with! It delivers a Regular Unleaded V-8 5.7 L/345 engine powering this Automatic transmission. ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Ram,1500,Express 4x4 Crew Cab 5'7 Box Night Edition RamBox Sub Zero Pkg,Other,Pickup Truck,4,5,4 x 4,Automatic,
228,228,2014 Honda Civic Sedan,15880,City of Toronto < 56 minutes ago,"2014 Honda Civic Sedan 4dr CVT EX Automatic 1.8L 4-Cyl Gasoline This is a Financing price: $16480 the cash Price is: $17888 The vehicle is ONSALE for financing with the best interest rate and ...
91,000 km",Used,2014.0,Honda,Civic,EX 4dr CVT EX,Silver,Sedan,,,Front-wheel drive (FWD),,91000
229,229,2018 Nissan Rogue S,23995,Markham / York Region < 56 minutes ago,"L/100Km City: 9.2 L/100Km Hwy: 7.0
For over 60 years... It’s not a deal unless it’s a Plaza deal!
83,514 km | CARFAX Canada Report",Used,2018.0,Nissan,Rogue,S,Other,"SUV, Crossover",4,5,Front-wheel drive (FWD),,83514
230,230,2018 Nissan Rogue S AWD Bluetooth Backup Camera Heated Front,22998,Mississauga / Peel Region < 57 minutes ago,"Purchasing the perfect vehicle couldn't be easier! Make the right choice with this reliable 2018 Nissan Rogue AWD.Tire Pressure Monitoring System Tire Specific Low Tire Pressure Warning, Side Impact ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic | 91,908 km | CARFAX Canada Report",Used,2018.0,Nissan,Rogue,S AWD Bluetooth Backup Camera Heated Front Seats Blind Spot,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,91908
231,231,2016 Chevrolet Cruze LT,10999,Brampton < 57 minutes ago,"2016 Chevrolet Cruze LT $10999 Certified, one price , no hidden charges KEYLESS ENTRY Remote starter 2 keys AM/FM/CD PLAYER AUX INPUT A/c-heating Automatic transmission Back-up camera And so much ...
Automatic | 144,000 km",Used,2016.0,Chevrolet,Other,LT,Silver,Sedan,4,5,Front-wheel drive (FWD),Automatic,144000
232,232,Mazda RX8 for Sale,6000,Pickering < 57 minutes ago,"Selling my 2004 RX8 because I’m moving to Alberta. Not interested in trades. This is my project car that I daily - lots of blood, sweat and mostly tears. But it’s time to say goodbye. Price is ...
Automatic | 117,000 km",Used,2004.0,Mazda,RX-8,GT,Red,Coupe (2 door),2,4,Rear-wheel drive (RWD),Automatic,117000
233,233,2021 RAM 1500 Rebel 4x4 Diesel Night Edition Navigation,62998,Mississauga / Peel Region < 58 minutes ago,"This RAM 1500 Rebel 4x4 Night Edition has a powerful Intercooled Turbo Diesel V-6 3.0 L Engine powering this Automatic transmission. This Vehicle Has A Clean Carfax Report *This RAM 1500 Features the ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic | 51,544 km",Used,2021.0,Ram,1500,Rebel 4x4 Diesel Night Edition Navigation Apple Car play Heated Seats,Other,Pickup Truck,4,5,4 x 4,Automatic,51544
234,234,Honda Accord Sport 2015,15500,Toronto < 58 minutes ago,"Honda Accord Sport 148000 km New brake 2.4 liter 18” rim and tire 4cylinder
148,000 km",Used,2015.0,Honda,Accord,sport,Silver,Sedan,4,5,Front-wheel drive (FWD),,148000
235,235,Chevrolet Malibu 2016,9000,Mississauga < 58 minutes ago,"-Malibu 2016 -Tinted glasses -Single owner -Bought another car so selling this love -Commuting from Niagara to Brampton Mostly -Take car to your Mechanic for diagnose -Set of winter tires & summer ...
Automatic | 330,000 km",Used,2016.0,Chevrolet,Malibu,,Black,Sedan,4,5,,Automatic,330000
236,236,2022 Ram 1500 Sport,"$75,815.00
MSRP: $77,315.00",NEW CAR City of Toronto < 59 minutes ago,"ENGINE: 5.7L HEMI VVT V8 W/FUELSAVER MDS -inc: Active Noise Control System Heavy-Duty Engine Cooling Passive Tuned Mass Damper HEMI Badge 220 Amp Alternator (STD),Four Wheel Drive,Tow Hitch,Power ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Ram,1500,Sport,Other,Pickup Truck,4,5,4 x 4,Automatic,
237,237,BMW 2008,9000,Ajax < 60 minutes ago,"Very clean and well maintained car
Other | 192,883 km",Used,2008.0,BMW,3-Series,328i,Grey,Sedan,4,5,Rear-wheel drive (RWD),Other,192883
238,238,2018 KIA SPORTAGE EX PREMIUM AWD CARFAX ACCIDENT-FREE,24800,Toronto < 60 minutes ago,"• LOW MILEAGE • INCLUDED 5 STAR UPGRADE PROTECTION UP TO 160,000 KMs, UNTIL Feb. 24, 2026 (Worth ~@4000) • INCLODED 4 ALMOST NEW MICHELIN WINTER TIERS AND RIMS (Worth Over $1000) SCRATCH FREE, there ...
Automatic | 80,000 km | CARFAX Canada Report",Used,2018.0,Kia,Sportage,EX Premium,White,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,80000
239,239,2009 Hyundai Tucson GL 4WD,4000,Toronto < 60 minutes ago,"Car in perfect condition for any type of use, all revisions done and oil change done every 5.000km
Automatic | 323,832 km",Used,2009.0,Hyundai,Tucson,,,"SUV, Crossover",,,,Automatic,323832
240,240,Volvo XC60 AWD 2010,9200,Toronto < 2 hours ago,"One owner Car is in a good condition serviced at Volvo always Comes with Winter and all season tires
Automatic | 218,000 km",Used,2010.0,Volvo,XC60,XC60 AWD,Black,"SUV, Crossover",,5,All-wheel drive (AWD),Automatic,218000
241,241,BMW x5 3.5i 2011,15500,Toronto < 2 hours ago,"2011 BMW X5 xDrive35i Clean, Fully Loaded : Automatic Transmission AWD Drivetrain Power Windows, Mirrors and Locks A/C CD Player Sunroof Heated Seats Leather Seats Power Seat Memory Seat Automatic ...
Automatic | 143,000 km",Used,2011.0,BMW,X5,35i,Black,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,143000
242,242,2017 MINI Cooper Convertible John Cooper Works,27990,City of Toronto < 2 hours ago,"Engine: 4 Cylinder Engine 2.0L L/100Km City: 10.8 L/100Km Hwy: 7.7 Safety Equipment Electronic Stability Control (ESC) ABS And Driveline Traction Control Side Impact Beams Dual Stage Driver And ...
Automatic | 90,884 km | CARFAX Canada Report",Used,2017.0,MINI,John Cooper Works,John Cooper Works,Black,Convertible,2,,Front-wheel drive (FWD),Automatic,90884
243,243,2022 Chrysler Pacifica Hybrid Limited,62241,NEW CAR City of Toronto < 2 hours ago,"ENGINE: 3.6L PENTASTAR VVT V6 HYBRID (STD),Aluminum Wheels,Panoramic Roof,Tires - Front All-Season,Front Wheel Drive,Dual Moonroof,Generic Sun/Moonroof,Power Steering,Dual Moonroof,ABS,Tires - Rear ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Chrysler,Pacifica,Limited,Other,"Minivan, Van",4,7,Front-wheel drive (FWD),Automatic,
244,244,2002 Toyota Highlander Low Mileage V6,5000,Toronto < 2 hours ago,"Runs and drives great engine transmission good. For safety it needs tires. Sold as is located in Scarborough
Automatic | 183,000 km",Used,2002.0,Toyota,Highlander,v6,Silver,"SUV, Crossover",,5,All-wheel drive (AWD),Automatic,183000
245,245,2021 Volkswagen Jetta GLI,38995,Mississauga / Peel Region < 2 hours ago,"Engine: 4 Cylinder Engine 2.0L L/100Km City: 9.7 L/100Km Hwy: 6.8
Award Winning Vehicles, Award Winning Service
Automatic | 45,429 km | CARFAX Canada Report",Used,2021.0,Volkswagen,Jetta,GLI,Other,Sedan,4,5,Front-wheel drive (FWD),Automatic,45429
246,246,2022 RAM 1500 Classic Warlock 4x4 Crew Cab 5'7 Box Remote Start,"$57,498.00
MSRP: $66,000.00",NEW CAR City of Toronto < 2 hours ago,"This brand new 2022 RAM 1500 Classic Warlock 4x4 Crew Cab with a 5'7'' box is a force to be reckoned with! It boasts a Regular Unleaded V-8 5.7 L/345 engine powering this Automatic transmission. ...
COMPARE this vehicle and our reputation to the rest and get the best value for your money with us. 2 locations and over 1300 vehicles.
Automatic",New,2022.0,Ram,1500,Warlock 4x4 Crew Cab 5'7 Box Remote Start HEMI V8 Tech Pkg I,Other,Pickup Truck,4,6,4 x 4,Automatic,
247,247,2019 Ford Fusion SE AUTO * ONE OWNER * 1 YEAR WARRANTY * SERVICE RECORDS *,15900,Oakville / Halton Region < 2 hours ago,"New Car Trade, Excellent Condition, One Owner, Serviced At FORD, Carfax Verified, Highway Driven, Brand New Brakes (Pads & Rotors), Brand New Tires, Fully Certified With 12 Months Warranty Included. ...
Automatic | 266,000 km",Used,2019.0,Ford,Fusion,SE AUTO * ONE OWNER * 1 YEAR WARRANTY * SERVICE RECORDS *,Black,Sedan,,,Front-wheel drive (FWD),Automatic,266000
